Country_Name,Country_Code,Indicator_Name,Indicator_Code,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
Aruba,ABW,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,
Aruba,ABW,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,
Aruba,ABW,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.662,67.435,69.14,70.833,72.293,73.181,73.468,73.622,73.787,74.287,75.017,75.725
Aruba,ABW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,,,,,,
Aruba,ABW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,94.48880636,95.89723012,97.30565388,97.86902338
Aruba,ABW,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,98.32020997,97.99657295,97.67293593,97.54348112
Aruba,ABW,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,
Aruba,ABW,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Aruba,ABW,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Australia,AUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,2693.130672,5818.021482,8207.049499,9122.05304,14129.78624,16043.8765,17053.45338,26330.93655,40009.66904,44138.53671
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,1632.427612,3004.114746,4952.777344,4887.800781
Australia,AUS,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0,0,0,0
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1807.78571,2277.558398,3299.843207,6994.209927,10194.3187,11437.66446,18211.27459,20319.63063,21679.24784,33999.24286,52022.1256,56755.72171
Australia,AUS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,33,68,95,86,90,92,92,93
Australia,AUS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,95,92,93
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,68,86,87,91,94,94,95
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.81707317,70.8502439,71.01853659,72.62536585,74.33365854,75.62926829,76.99463415,77.82926829,79.23414634,80.84146341,81.69512195,82.4
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,24.8,22.4,21.5,17.3,13,11.3,9.2,7,6.2,5.7,4.8,3.9
Australia,AUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,99.71229448,99.77814647,99.88461979,99.97000363
Australia,AUS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,99.99115238,99.99115238,99.99115238,99.99115238
Australia,AUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,
Australia,AUS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,64.21298654,65.0919777,69.48693348,73.88188926
Australia,AUS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Austria,AUT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,1762.560168,4503.928695,9183.866109,7745.58322,18412.91977,25393.73683,20343.65612,31857.48637,38999.70374,35813.10112
Austria,AUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,2263.490479,3708.921387,4796.113281,4610.966797
Austria,AUT,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0,0,0,0
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.4604269,1374.53214,2058.769079,5285.620724,10869.54642,9172.096769,21680.98969,30325.84958,24564.45829,38403.13388,46858.04327,44178.04738
Austria,AUT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,90,90,90,90,81,86,86,93
Austria,AUT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,33,86,86,93
Austria,AUT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,40,60,60,75,75,80,96
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.58560976,69.72219512,69.91463415,71.11463415,72.46341463,73.81463415,75.56829268,76.66829268,78.12682927,79.33170732,80.5804878,81.1902439
Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,42.8,32.7,29.1,23,16.3,12.6,9.5,6.8,5.5,4.9,4.3,3.7
Austria,AUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,100.000003,99.99999704,100,100.0000028
Austria,AUT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,99.99998253,99.99470228,99.98583303,99.97670878
Austria,AUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,97.71393554,98.12848024,98.54303371,98.90942528
Austria,AUT,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,96.93694418,96.82388365,96.70615607,96.7213595
Austria,AUT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Azerbaijan,AZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,361.554368,942.1748399,3836.05157,4423.663424
Azerbaijan,AZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,25.27406311,115.3431854,279.2627258,370.5245361
Azerbaijan,AZE,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.381947964,0.314053148,2.164010048,1.883944631
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1237.324492,397.1981161,655.0974326,1578.40239,5842.805784,5500.310382
Azerbaijan,AZE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,74,76,75,81,96
Azerbaijan,AZE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,49,80,96
Azerbaijan,AZE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,64,67,67,89,98
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.034,62.104,63.141,63.776,64.161,64.913,64.827,65.256,66.763,68.747,70.938,72.266
Azerbaijan,AZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,101.8,95.2,94,74.6,52.2,37.4,26.3
Azerbaijan,AZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,73.38049943,80.69355051,86.60600148,90.03168621
Azerbaijan,AZE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,63.21034184,71.61863823,82.54633255,92.45606505
Azerbaijan,AZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,49.67767802,55.92712011,68.70055352,72.46890782
Azerbaijan,AZE,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Azerbaijan,AZE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,83.2413
"Bahamas, The",BHS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,5458.048843,8680.70246,11005.39369,13133.87139,24870.78984,27751.33587,25824.37798,26376.41748
"Bahamas, The",BHS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,1093.608398,1389.401367,1657.592896,1741.918701
"Bahamas, The",BHS,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,6.713887691,6.074429989,8.625969887,9.927502632
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1550.239392,2144.754403,3178.844552,3156.234118,6340.726812,9893.084177,12356.4239,12238.3862,27097.61081,30278.36692,28443.40766,31405.96356
"Bahamas, The",BHS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,36,86,86,87,99,93,99,95
"Bahamas, The",BHS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,93,98,95
"Bahamas, The",BHS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,79,86,90,93,85,94,94
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.74,65.31,65.87,66.785,67.488,68.474,70.199,71.451,71.914,71.987,72.144,73.088
"Bahamas, The",BHS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,30.4,31.5,29.5,27.8,23.5,18.5,16.3,16.8,15.6,14
"Bahamas, The",BHS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,98.24549561,98.45931724,98.67313887,98.8869605
"Bahamas, The",BHS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,87.60182734,90.20265699,92.83827663,94.93058233
"Bahamas, The",BHS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,
"Bahamas, The",BHS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
"Bahamas, The",BHS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Bahrain,BHR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,6113.891502,5655.260188,7420.532245,8868.190282,11424.11194,15434.47971,16636.82643,19047.89775
Bahrain,BHR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,485.6842651,570.291687,796.3171387,1128.755859
Bahrain,BHR,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0,0,0,0
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,8537.929379,8706.766601,8528.983334,10376.9717,13636.39623,17959.25544,20722.13729,22688.9444
Bahrain,BHR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,72,90,94,95,97,98,99,98
Bahrain,BHR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,95,97,98,99,98
Bahrain,BHR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,45,78,87,95,98,99,99,99
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.869,58.388,63.449,67.04,69.55,71.237,72.39,73.413,74.44,75.326,76.057,76.762
Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,198.4,125.5,75.9,46.7,32.3,25.1,23,18.1,12.5,10.6,8.5,7.6
Bahrain,BHR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,99.89794432,99.94841141,99.99887851,100
Bahrain,BHR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,99.85440024,99.92200013,99.98960002,100
Bahrain,BHR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,98.79928064,98.91105413,98.98215204,98.98326213
Bahrain,BHR,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,95.85440024,95.92200013,95.98960002,96
Bahrain,BHR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Bangladesh,BGD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,254.6216411,208.4919952,230.0389175,287.0176118,311.9248418,396.8364319,479.1977761,769.2428752,1210.473269
Bangladesh,BGD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,8.305018425,11.25134373,20.17736053,31.84148788
Bangladesh,BGD,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.660815716,1.079123497,1.853442073,2.555703402
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,89.03524128,106.6466482,140.002714,277.5706409,227.7519465,245.4539042,306.2687038,329.4240846,418.0689683,499.4619402,781.1535936,1248.453398
Bangladesh,BGD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,2,69,69,82,93,94,98
Bangladesh,BGD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,45,94,98
Bangladesh,BGD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,1,65,79,74,88,88,97
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.379,48.05,46.942,48.313,52.9,55.21,58.21,62.002,65.447,67.773,69.881,71.514
Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,260.2,233.3,222.8,216.6,198.6,173.5,143.8,114.2,86.5,64.7,48.7,37.5
Bangladesh,BGD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,95.21504358,96.00987531,96.45986836,96.82151436
Bangladesh,BGD,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,25.64404047,32.41222141,39.20461301,45.74216109
Bangladesh,BGD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,55.90670228,55.88135743,55.74815821,55.53945948
Bangladesh,BGD,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Bangladesh,BGD,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,38.27858,39.28098,34.41421272
Barbados,BRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,6866.452418,7352.825369,9860.089068,11823.18754,13987.6331,14138.20907
Barbados,BRB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,604.5227661,943.5418701,1097.623901,1158.383789
Barbados,BRB,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0,11.15507698,25.17932701,19.30311394
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,1633.849562,4010.715843,5500.349722,7711.206799,8335.899293,11268.25406,13822.59168,16056.37098,16525.07325
Barbados,BRB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,60,83,91,93,93,92,86,97
Barbados,BRB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,92,86,97
Barbados,BRB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,41,88,87,92,94,93,85,96
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.472,67.275,68.65,70.113,72.222,73.825,74.704,75.852,77.162,77.915,78.364,78.801
Barbados,BRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,84.6,61.2,47.9,36.4,26.9,21.9,18.1,15.2,15.1,15.7,15,14
Barbados,BRB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,98.32442346,98.37443055,98.42443765,98.47444474
Barbados,BRB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,88.85349022,91.3541344,93.85477858,96.35542276
Barbados,BRB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,
Barbados,BRB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Barbados,BRB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,88.46935,88.46935061
Belarus,BLR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,1173.287593,1089.143183,2683.553547,5034.319209,4826.271678
Belarus,BLR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,57.30836868,197.081955,341.7745361,360.9803772
Belarus,BLR,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0.052357879,0.144621417,1.552507877,1.410767198
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2124.840514,1370.676559,1276.288034,3125.810535,6029.3968,5949.106307
Belarus,BLR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,96,99,99,98,99
Belarus,BLR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,70,99,96,99
Belarus,BLR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,93,98,99,99,99
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.70809756,69.53741463,70.0792439,70.04826829,69.80202439,70.99268293,70.83658537,68.46097561,68.91219512,68.85121951,70.40487805,73.62439024
Belarus,BLR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,21.1,17.6,15.2,15.6,12.7,8.5,5.5,4
Belarus,BLR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,99.29858263,98.83467351,97.53931398,96.46444341
Belarus,BLR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,91.67362762,92.64278638,95.41097957,97.76497652
Belarus,BLR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,80.62173214,83.86742035,90.05456367,94.47331531
Belarus,BLR,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,90.09299511,88.81435703,85.53443096,81.5099732
Belarus,BLR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Belgium,BEL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,2410.191318,5874.76039,10887.99675,7405.354311,17695.26291,24609.41601,19805.46824,30803.56381,36309.07335,33795.34984
Belgium,BEL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,1845.321045,3339.992676,4449.542969,4171.053223
Belgium,BEL,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,0,0,0,0
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.691659,1835.594766,2765.891005,6701.377316,12864.00254,8750.818547,20600.37525,28413.82644,23041.53473,36795.97688,44141.87814,40991.80814
Belgium,BEL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,95,95,93,94,95,97,98,99
Belgium,BEL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,60,77,97,98
Belgium,BEL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,82,85,85,82,88,95,96
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.70195122,70.62536585,70.97195122,71.97121951,73.20707317,74.5202439,76.05195122,76.84073171,77.72195122,78.9804878,80.18292683,80.99268293
Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,33.8,27.9,24,18.5,14.6,11.7,10,7.6,5.8,4.9,4.5,3.9
Belgium,BEL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,100.0000012,100.0000029,99.99999721,100.0000005
Belgium,BEL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,99.48331084,99.4851601,99.48607128,99.48606169
Belgium,BEL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,99.52318684,99.52318854,99.52318289,99.5231862
Belgium,BEL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,85.57404079,86.91753019,90.27253568,97.10018634
Belgium,BEL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Belize,BLZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,1283.824093,1139.443626,2019.602652,2733.822469,2665.444378,2907.615094,2973.723384,3787.661081
Belize,BLZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,139.3054199,184.2725983,250.305542,289.5839844
Belize,BLZ,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,8.233635902,10.59034061,9.340750694,5.30826807
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,304.9171073,377.5943052,435.6904694,885.9845291,1373.093007,1289.367289,2197.185023,2996.382928,3364.332936,3883.192389,4270.864345,4775.955648
Belize,BLZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,47,58,91,83,91,96,96,94
Belize,BLZ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,76,96,96,94
Belize,BLZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,21,49,86,83,96,95,98,96
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.981,62.823,65.566,67.751,69.577,71.11,71.242,69.439,68.847,69.998,72.057,74.034
Belize,BLZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,96.5,78.4,64.6,51.7,38.3,28.8,23.6,20.9,18.9,15.3
Belize,BLZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,87.43148755,90.68455247,93.93747931,97.17559505
Belize,BLZ,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,82.43798625,84.05505254,85.62770727,87.21298398
Belize,BLZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,
Belize,BLZ,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Belize,BLZ,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,77.9037,79.39233,87.03040016
Benin,BEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,196.7748125,352.8062295,217.9873488,348.9442686,304.6939902,431.5779765,704.1214647,869.9128507,884.5508915
Benin,BEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,15.82836819,24.14852524,30.98649216,31.29438972
Benin,BEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,2.638189316,4.894008636,7.96862793,10.71339607
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,93.02250899,110.1327938,114.5565965,207.3004397,378.0438983,244.4109989,393.6862144,367.387341,511.400227,822.4578309,1036.533952,1076.797716
Benin,BEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,17,74,67,78,70,76,74
Benin,BEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,70,76,74
Benin,BEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,23,79,65,70,61,68,67
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.271,39.615,42.152,44.882,47.19,50.034,53.812,55.203,55.391,57.355,59.318,60.608
Benin,BEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,310.9,285.5,262.2,238.7,214.4,195.1,175.1,155.4,138.8,122.8,110.8,99.6
Benin,BEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,61.45970109,63.13576113,64.6923678,66.06565133
Benin,BEN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,8.604828802,10.80842277,13.38759594,16.01174081
Benin,BEN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,
Benin,BEN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Benin,BEN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,1.02804,3.65974,6.83164,10.28980826
Bermuda,BMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,
Bermuda,BMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,
Bermuda,BMU,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,,,,
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1902.402119,2282.216546,3387.272727,6509.433962,11218.21782,18269.53552,26841.51974,33989.72236,56284.16865,75882.03386,88207.32756,
Bermuda,BMU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,
Bermuda,BMU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,
Bermuda,BMU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,68.89780488,70.29,,72.30463415,,,,77.88536585,78.68536585,79.28853659,81.01219512
Bermuda,BMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,,,,,,
Bermuda,BMU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,99.99414291,99.95622504,99.91830717,99.90314002
Bermuda,BMU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,99.99414291,99.95622504,99.91830717,99.90314002
Bermuda,BMU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,
Bermuda,BMU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Bermuda,BMU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,
Bhutan,BTN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,229.445943,266.3318849,473.377836,438.3777867,648.118832,1101.535031,1880.50153,2267.83286
Bhutan,BTN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,31.84200096,47.16679764,69.80043793,91.11316681
Bhutan,BTN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,2.585579634,8.969470978,7.688726425,4.623405933
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,333.402876,370.9457553,564.7796095,566.8576986,718.1878307,1228.441824,2258.183141,2752.664208
Bhutan,BTN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,6,41,96,87,92,95,91,99
Bhutan,BTN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,98,95,91,99
Bhutan,BTN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,21,44,93,85,78,93,95,97
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.526,36.745,39.635,42.311,45.464,49.173,52.878,56.636,60.884,65.289,68.384,70.419
Bhutan,BTN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,272,231.3,193.8,158.1,127,100.7,77.1,57.4,42.2,33.1
Bhutan,BTN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,82.73642609,88.15419354,92.69353681,96.81250418
Bhutan,BTN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,49.76486788,55.86418355,61.89506462,67.28510633
Bhutan,BTN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,28.55129407,31.38619826,33.62212585,35.72396515
Bhutan,BTN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,
Bhutan,BTN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,79.4288,
